complaint_text,sector
Auto drivers overcharging passengers on routes - frequent issue since yesterday - plz solve asap,Transport
Divider damaged and unsafe for traffic - repeated issue since yesterday,Roads
Aadhaar update facility not available at office - serious issue since last week,Other
Transformer making unusual noise and sparking - repeated issue since yesterday,Electricity
Attention: Potholes on the main road causing accidents - serious issue for the past few days,Roads
Sewage water overflowing on the street - major issue for many days,Sanitation
Attention: Ambulance not arriving quickly during emergencies - minor issue today,Health
Illegal sand mining observed nearby - minor issue for the past few days,PublicSafety
 Footpath cracked and dangerous for pedestrians - serious issue today,Roads
Attention: City bus route cancelled suddenly without notice - frequent issue since last week,Transport
Mid-day meal quality is poor and insufficient - repeated issue regularly - this is urgent,Education
Garbage not collected for many days - major issue since last week - cheppandi emi chestaru,Sanitation
Complaint: No drinking water supply since yesterday - frequent issue since last week,Water
Kindly note: Open drains causing mosquito problem - severe issue today - requesting help,Sanitation
Complaint: Transformer making unusual noise and sparking - urgent issue regularly - please resolve,Electricity
Street lights not working at night - frequent issue since last week,Electricity
Chain snatching incidents reported in the area - repeated issue for many days,PublicSafety
Aadhaar update facility no available at office - minor issue since last week - this is urgent,Other
Overhead water tank leaking heavily - frequent issue regularly - kripya isko thik karein,Water
Waste dumped in open area creating strong smell - frequent issue since yesterday,Sanitation
 Footpath broken and dangerous for pedestrians - urgent issue today - plz solve asap,Roads
Frequent power cuts disturbing daily life - repeated issue since last week,Electricity
Illegal sand mining observed nearby - frequent issue for a month,PublicSafety
Seeds not available on time for farmers - frequent issue for a month - this is urgent,Agriculture
Street lights not working at night - urgent issue for the past few days,Electricity
Attention: Irregular water supply causing problems - frequent issue for a month - please take action,Water
Debris blocking the road and not cleared - major issue for many days - requesting help,Roads
Public toilet is dirty and unusable - frequent issue for the past few days,Sanitation
Irrigation water not reaching the fields - urgent issue since yesterday - cheppandi emi chestaru,Agriculture
Public toilet is dirty and unusable - cheppandi emi chestaru,Sanitation
Waste dumped in open area creating strong smell - serious issue since yesterday,Sanitation
Crop insurance claim pending for a long time - serious issue today - cheppandi emi chestaru,Agriculture
Potholes on the main road causing accidents - major issue today - this is urgent,Roads
 Street is damaged and difficult for vehicles - major issue since yesterday - no one is taking action,Roads
Kindly note: Teachers absent regularly and classes not held - major issue regularly,Education
Public toilet is dirty and unusable,Sanitation
Complaint: Railway crossing gate not working causing traffic jams - repeated issue since last week - requesting help,Transport
Garbage not collected for many days - severe issue for the past few days,Sanitation
Fertilizer subsidy not credited to farmers - frequent issue for the past few days - cheppandi emi chestaru,Agriculture
